,gate_0,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,gate_8,gate_9,gate_10,gate_11,gate_12,gate_13,gate_14,gate_15,gate_16,gate_17,gate_18,gate_19,gate_20,gate_21,gate_22,gate_23,gate_24,gate_25,gate_26,gate_27,gate_28,gate_29,gate_30,gate_31,gate_32,gate_33,gate_34,gate_35,gate_36,gate_37,gate_38,gate_39,gate_40,gate_41,gate_42,gate_43,gate_44,gate_45,gate_46,gate_47,gate_48,gate_49,gate_50,gate_51,gate_52,gate_53,gate_54,gate_55,gate_56,gate_57,gate_58,gate_59,gate_60,gate_61,gate_62,gate_63,gate_64,gate_65,gate_66,gate_67,gate_68,gate_69,gate_70,gate_71,gate_72,gate_73,gate_74,gate_75,gate_76,gate_77,gate_78,gate_79,gate_80,gate_81,gate_82,gate_83,gate_84,gate_85,gate_86,gate_87,gate_88,gate_89,gate_90,gate_91,gate_92,gate_93,gate_94,gate_95,gate_96,gate_97,gate_98,gate_99,gate_100,gate_101,gate_102,gate_103,gate_104,gate_105,gate_106,gate_107,gate_108,gate_109,gate_110,gate_111,gate_112,gate_113,gate_114,gate_115,gate_116,gate_117,gate_118,gate_119,gate_120,gate_121,gate_122,gate_123,gate_124,gate_125,gate_126,gate_127,gate_128,gate_129,gate_130,gate_131,gate_132,gate_133,gate_134,gate_135,gate_136,gate_137,gate_138,gate_139,gate_140,gate_141,gate_142,gate_143,gate_144,gate_145,gate_146,gate_147,gate_148,gate_149,gate_150,gate_151,gate_152,gate_153,gate_154,gate_155,gate_156,gate_157,gate_158,gate_159,gate_160,gate_161,gate_162,gate_163,gate_164,gate_165,gate_166,gate_167,gate_168,gate_169,gate_170,gate_171,gate_172,gate_173,gate_174,gate_175,gate_176,gate_177,gate_178,gate_179,gate_180,gate_181,gate_182,gate_183,gate_184,gate_185,gate_186,gate_187,gate_188,gate_189,gate_190,gate_191,gate_192,gate_193,gate_194,gate_195,gate_196,gate_197,gate_198,gate_199,gate_200,gate_201,gate_202,gate_203,gate_204,gate_205,gate_206,gate_207,gate_208,gate_209,gate_210,gate_211,gate_212,gate_213,gate_214,gate_215,gate_216,gate_217,gate_218,gate_219,gate_220,gate_221,gate_222,gate_223,gate_224,gate_225,gate_226,gate_227,gate_228,gate_229,gate_230,gate_231,gate_232,gate_233,gate_234,gate_235,gate_236,gate_237,gate_238,gate_239,gate_240,gate_241,gate_242,gate_243,gate_244,gate_245,gate_246,gate_247,gate_248,gate_249,gate_250,gate_251,gate_252,gate_253,gate_254,gate_255
auto_127,636,1043,913,1124,1007,1006,1224,635,636,4811,913,5028,1007,992,935,1155,911,1129,3637,635,1218,635,3551,635,911,3223,3637,1321,1031,1006,5016,660,636,1043,913,1124,1007,1119,1224,1124,636,4810,913,5028,1007,5727,935,5028,911,1129,894,1006,1218,1129,6353,635,911,1189,894,1334,2244,1342,3503,660,636,4500,913,3152,1007,939,1005,1018,636,7634,913,6000,1007,775,1005,1000,911,4969,3637,1247,923,1056,5015,647,911,6092,3637,1199,1031,939,894,672,636,4792,913,1104,1007,5750,2238,1363,636,6093,913,4564,1007,6163,3190,4806,911,4969,894,1262,923,4968,3392,647,911,4604,894,1118,3204,5094,3309,672,636,6134,913,4167,1007,893,1224,4189,636,6099,913,461,1007,914,935,461,911,3868,3637,7066,1218,4227,4705,4776,911,2001,3637,536,1031,461,894,461,636,6134,913,470,1007,4241,1224,478,636,4112,913,461,1007,4519,935,461,911,470,894,461,1218,475,894,461,911,461,894,461,1031,461,894,461,636,6181,913,1991,1007,914,1005,461,636,820,913,461,1007,461,1005,461,911,461,3637,548,923,461,894,461,911,461,3637,461,1031,461,894,461,636,4113,913,461,1007,4539,1005,461,636,466,913,461,1007,461,1005,461,911,461,894,461,923,461,894,461,911,461,894,461,1031,461,894,461
auto_128,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_129,6852,833,7099,552,7251,895,7077,3049,6852,6074,7099,3948,7251,895,7102,2964,7100,552,7884,3049,7068,3049,7862,3049,7100,4379,7884,2760,8433,895,7952,3049,6852,833,7099,552,7251,901,7077,3023,6852,3143,7099,3948,7251,7155,7102,5400,7100,552,8905,895,7068,3023,8643,3049,7100,552,8905,2706,7614,942,8880,3049,6852,6173,7099,4387,7251,895,8437,895,6852,7949,7099,7462,7251,895,8437,895,7100,4203,7884,2765,7098,2965,8007,3049,7100,7490,7884,835,8433,895,8905,3049,6852,3111,7099,552,7251,7183,7615,940,6852,5154,7099,1024,7251,7777,7613,6751,7100,4203,8905,2709,7098,5589,8884,3049,7100,1023,8905,895,7598,6820,7901,3049,6852,7573,7099,5622,7251,7189,7077,5365,6852,6943,7099,552,7251,6342,7102,786,7100,5824,7884,6793,7068,5422,8178,895,7100,3952,7884,981,8433,895,4182,919,6852,7573,7099,562,7251,6562,7077,926,6852,6904,7099,552,7251,4386,7102,769,7100,562,8905,895,7068,924,8846,895,7100,552,8905,895,8433,895,8905,895,6852,6963,7099,3925,7251,6342,8437,895,6852,833,7099,552,7251,895,8437,895,7100,552,7884,981,7098,786,4186,919,7100,552,7884,895,8433,895,8905,895,6852,6924,7099,552,7251,4022,8437,895,6852,552,7099,552,7251,895,8437,895,7100,552,8905,895,7098,769,8905,895,7100,552,8905,895,8433,895,8905,895
auto_130,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_131,8866,833,8803,3210,8877,895,8863,3251,8866,5835,8803,5715,8877,895,8903,3270,8858,552,8549,3251,8689,3251,8564,3251,8858,5760,8549,3210,9084,895,8251,3251,8866,833,8803,3210,8877,969,8863,3210,8866,3143,8803,5715,8877,7325,8903,5715,8858,552,8658,895,8689,3251,8795,3251,8858,552,8658,3169,8706,942,9073,3251,8866,5298,8803,5854,8877,895,8884,895,8866,7977,8803,7413,8877,895,8884,895,8858,5060,8549,2393,8703,2133,8252,3251,8858,7525,8549,835,9084,895,8658,3251,8866,7262,8803,1219,8877,7267,8777,3169,8866,7681,8803,3120,8877,7818,8717,5973,8858,5060,8658,2689,8703,5648,8809,3251,8858,948,8658,895,8545,7496,8636,3251,8866,8144,8803,6552,8877,7189,8863,5825,8866,7169,8803,992,8877,6342,8903,944,8858,5295,8549,6741,8689,5776,8555,895,8858,4036,8549,919,9084,895,4723,919,8866,8144,8803,1268,8877,7044,8863,931,8866,7178,8803,992,8877,5254,8903,931,8858,562,8658,895,8689,924,8672,895,8858,552,8658,895,9084,895,8658,895,8866,7125,8803,4117,8877,6342,8884,895,8866,833,8803,895,8877,895,8884,895,8858,552,8549,968,8703,895,8658,895,8858,552,8549,895,9084,895,8658,895,8866,7391,8803,895,8877,4747,8884,895,8866,552,8803,895,8877,895,8884,895,8858,552,8658,895,8703,895,8658,895,8858,552,8658,895,9084,895,8658,895
auto_132,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_133,1020,1155,2921,1155,1602,1056,1638,659,1020,5065,2921,4607,1602,1130,3088,1238,2924,1155,4551,659,1619,659,4511,659,2924,3661,4551,3229,1363,1105,7263,709,1020,1155,2921,1155,1602,1252,1638,1200,1020,4965,2921,4607,1602,6899,3088,4599,2924,1155,1075,1056,1619,1200,7438,659,2924,2765,1075,1467,3020,1488,4512,709,1020,5552,2921,3304,1602,1141,1357,1105,1020,7620,2921,7578,1602,896,1357,1152,2924,5783,4551,3237,3099,1260,7350,709,2924,7711,4551,1401,1363,1163,1075,758,1020,4984,2921,2621,1602,7131,3005,1488,1020,5995,2921,5448,1602,7342,4441,5612,2924,5783,1075,1490,3099,5783,4225,709,2924,5463,1075,1254,4442,5610,4962,758,1020,6401,2921,7746,1602,1450,1638,5478,1020,6678,2921,4880,1602,913,3088,4468,2924,8282,4551,8167,1619,5627,5814,5945,2924,3876,4551,4533,1363,942,5691,4329,1020,6401,2921,4907,1602,5301,1638,4759,1020,4036,2921,4880,1602,3750,3088,4294,2924,5748,1075,1044,1619,4404,1205,587,2924,468,1075,461,1363,461,1075,461,1020,6821,2921,3871,1602,1005,1357,940,1020,907,2921,466,1602,461,1357,461,2924,5713,4551,4503,3099,5445,5688,4293,2924,466,4551,461,1363,461,1075,461,1020,4382,2921,468,1602,4355,1357,461,1020,468,2921,466,1602,461,1357,461,2924,5713,1075,461,3099,5240,1075,461,2924,466,1075,461,1363,461,1075,461
auto_134,735,737,735,734,459,459,463,734,735,555,735,548,459,459,735,548,735,823,655,734,735,734,655,734,735,603,655,693,459,459,507,734,735,737,735,734,459,734,463,734,735,584,735,548,459,463,735,548,735,823,459,459,735,734,703,734,735,653,459,597,459,732,459,734,735,738,735,734,459,459,459,459,735,474,735,969,459,459,459,459,735,734,655,734,735,734,492,734,735,679,655,463,459,459,459,734,735,842,735,459,459,474,459,832,735,733,735,540,459,463,459,540,735,734,459,732,735,734,466,734,735,719,459,459,459,728,463,734,735,820,735,618,459,459,463,608,735,739,735,823,459,459,735,823,735,763,655,663,735,573,459,459,735,467,655,466,459,459,459,459,735,820,735,794,459,459,463,463,735,947,735,823,459,1700,735,762,735,646,459,459,735,459,459,459,735,461,459,459,459,459,459,459,735,463,735,463,459,459,459,459,735,463,735,459,459,459,459,459,735,646,655,463,735,579,463,463,735,461,655,459,459,459,459,459,735,474,735,459,459,463,459,459,735,461,735,459,459,459,459,459,735,646,459,459,735,573,459,459,735,461,459,459,459,459,459,459
auto_135,3693,1106,7372,1155,3143,1056,7405,659,3693,5045,7372,4607,3143,1130,7354,1238,5558,1202,4992,659,5692,659,4951,659,5558,3661,4992,3229,2693,1105,7615,709,3693,1106,7372,1155,3143,1204,7405,1200,3693,4367,7372,4607,3143,6899,7354,4599,5558,1202,1565,1056,5692,1200,7902,659,5558,2587,1565,1467,4828,1488,4928,709,3693,5561,7372,3304,3143,1141,2040,1105,3693,8041,7372,7578,3143,896,2040,1152,5558,5060,4992,3237,5822,1260,7715,709,5558,7537,4992,1401,2693,1163,1565,758,3693,5392,7372,2621,3143,7222,3710,1488,3693,6662,7372,5448,3143,7342,4892,5612,5558,5060,1565,1490,5822,5059,4712,709,5558,5462,1565,1254,5549,5610,5354,758,3693,7400,7372,7746,3143,1561,7405,5478,3693,6782,7372,4880,3143,913,7354,4468,5558,7714,4992,8167,5692,5544,6252,5945,5558,3861,4992,4533,2693,942,6093,4329,3693,7400,7372,4907,3143,6197,7405,4759,3693,4281,7372,4880,3143,3750,7354,4294,5558,4525,1565,1044,5692,4367,1672,587,5558,468,1565,461,2693,461,1565,461,3693,6879,7372,3871,3143,984,2040,940,3693,907,7372,466,3143,461,2040,461,5558,4498,4992,4503,5822,4498,6095,4293,5558,466,4992,461,2693,461,1565,461,3693,4541,7372,468,3143,4761,2040,461,3693,468,7372,466,3143,461,2040,461,5558,4498,1565,461,5822,4312,1565,461,5558,466,1565,461,2693,461,1565,461
auto_136,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_137,6548,3182,6589,5205,6610,895,6514,5292,6548,7262,6589,7007,6610,895,6515,4111,6957,934,7262,5292,6924,5292,7259,5292,6957,5980,7262,5064,8193,895,7798,5292,6548,3182,6589,5205,6610,3263,6514,5252,6548,7326,6589,7007,6610,7541,6515,7062,6957,934,7345,895,6924,5250,7972,5292,6957,2284,7345,4609,7167,4971,8222,5292,6548,7150,6589,6089,6610,895,7627,895,6548,8047,6589,7775,6610,895,7627,895,6957,7364,7262,4892,6959,4761,7753,5292,6957,7761,7262,893,8193,895,7345,5292,6548,7250,6589,3064,6610,7547,6812,4993,6548,8038,6589,1334,6610,7965,7002,6831,6957,7364,7345,4311,6959,7407,8517,5292,6957,1926,7345,895,7388,6362,7487,5292,6548,7949,6589,8425,6610,5102,6514,6214,6548,7091,6589,7686,6610,7248,6515,6894,6957,8250,7262,6605,6924,6412,7473,895,6957,2868,7262,987,8193,895,8221,925,6548,7949,6589,7903,6610,7270,6514,5229,6548,7124,6589,7686,6610,5303,6515,4859,6957,6601,7345,1271,6924,5060,7414,1088,6957,595,7345,895,8193,895,7345,895,6548,7130,6589,4279,6610,1391,7627,895,6548,893,6589,552,6610,895,7627,895,6957,7411,7262,987,6959,6624,8236,907,6957,552,7262,895,8193,895,7345,895,6548,7097,6589,637,6610,4847,7627,895,6548,552,6589,552,6610,895,7627,895,6957,7411,7345,895,6959,4911,7345,895,6957,552,7345,895,8193,895,7345,895
auto_138,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_139,5758,945,5744,1081,8093,895,5805,1105,5758,4454,5744,4594,8093,895,5817,1105,8281,934,7857,1105,8234,1105,7852,1105,8281,2914,7857,1105,8569,895,8144,1105,5758,945,5744,1081,8093,1007,5805,1105,5758,5485,5744,4594,8093,7472,5817,4629,8281,934,7694,895,8234,1105,8126,1105,8281,2284,7694,1104,8354,5039,8214,1105,5758,7693,5744,3433,8093,895,7287,895,5758,8012,5744,7660,8093,895,7287,895,8281,6990,7857,1107,7515,1008,8101,1105,8281,7599,7857,944,8569,895,7694,1105,5758,7607,5744,3056,8093,7370,7630,1216,5758,8031,5744,1382,8093,7964,8120,4436,8281,6990,7694,1032,7515,7187,8473,1105,8281,1090,7694,895,8030,4671,7308,1105,5758,7908,5744,8142,8093,2007,5805,6488,5758,7544,5744,7477,8093,1637,5817,6294,8281,7803,7857,5831,8234,6497,7995,895,8281,2914,7857,931,8569,895,7352,931,5758,7908,5744,7513,8093,7204,5805,5514,5758,7241,5744,7477,8093,5227,5817,4562,8281,6589,7694,1382,8234,5052,7680,1053,8281,595,7694,895,8569,895,7694,895,5758,6517,5744,4007,8093,1391,7287,895,5758,945,5744,895,8093,895,7287,895,8281,7394,7857,980,7515,6235,7346,895,8281,552,7857,895,8569,895,7694,895,5758,7018,5744,956,8093,4611,7287,895,5758,552,5744,895,8093,895,7287,895,8281,7394,7694,895,7515,4527,7694,895,8281,552,7694,895,8569,895,7694,895
auto_140,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_141,1002,907,1198,1101,969,894,1198,549,1002,4778,1198,5005,969,712,1198,816,983,840,3729,549,1030,549,3609,549,983,3178,3729,3063,926,894,6696,549,1002,907,1198,1101,969,1066,1198,1018,1002,4933,1198,5005,969,6141,1198,5010,983,840,912,894,1030,1017,6370,549,983,1694,912,1020,2044,1225,3642,549,1002,3865,1198,3112,969,915,963,907,1002,6567,1198,7172,969,699,963,730,983,4846,3729,3082,991,1127,6722,610,983,6940,3729,1118,926,913,912,610,1002,3649,1198,2685,969,5890,2389,1296,1002,5993,1198,4078,969,5927,4019,4732,983,4846,912,1274,991,4843,3388,610,983,4086,912,950,3569,4909,4295,610,1002,6661,1198,8320,969,871,1198,5336,1002,6814,1198,5641,969,917,1198,5086,983,6831,3729,7125,1030,5048,4706,5031,983,3275,3729,4481,926,917,5577,4270,1002,6661,1198,5677,969,4068,1198,4770,1002,4310,1198,5641,969,4523,1198,4901,983,4853,912,1006,1030,4749,1041,577,983,468,912,461,926,461,912,461,1002,6566,1198,3352,969,876,963,918,1002,832,1198,466,969,461,963,461,983,4835,3729,4546,991,2964,5590,4364,983,466,3729,461,926,461,912,461,1002,3957,1198,467,969,4535,963,461,1002,466,1198,466,969,461,963,461,983,4835,912,461,991,2818,912,461,983,466,912,461,926,461,912,461
auto_142,785,786,785,783,459,459,785,783,785,841,785,832,459,459,784,564,785,912,1250,783,785,783,1209,783,785,733,1250,743,459,459,1000,783,785,786,785,783,459,785,785,783,785,1139,785,832,459,1001,784,832,785,912,459,459,785,782,726,783,785,706,459,622,459,780,459,783,785,788,785,783,459,459,459,459,785,1414,785,961,459,459,459,459,785,783,1250,782,785,783,1097,783,785,1051,1250,463,459,459,459,783,785,796,785,459,459,822,459,790,785,1283,785,755,459,535,459,690,785,783,459,780,785,784,468,783,785,765,459,459,459,774,1122,783,785,2453,785,838,459,459,785,1117,785,3328,785,911,459,459,784,910,785,835,1250,721,785,1000,459,459,785,598,1250,465,459,459,459,459,785,2453,785,985,459,459,785,463,785,1663,785,911,459,1729,784,847,785,697,459,459,785,459,459,459,785,461,459,459,459,459,459,459,785,820,785,479,459,459,459,459,785,463,785,459,459,459,459,459,785,697,1250,463,785,617,463,463,785,461,1250,459,459,459,459,459,785,617,785,459,459,544,459,459,785,461,785,459,459,459,459,459,785,697,459,459,785,611,459,459,785,461,459,459,459,459,459,459
auto_143,4972,969,5162,1101,5203,894,5162,549,4972,4743,5162,5005,5203,712,5162,816,6684,1019,4102,549,6670,549,3980,549,6684,3178,4102,3063,3590,894,7053,549,4972,969,5162,1101,5203,1068,5162,1018,4972,4665,5162,5005,5203,6141,5162,5010,6684,1019,1368,894,6670,1017,6753,549,6684,2066,1368,1020,5453,1225,3997,549,4972,5014,5162,3112,5203,915,2972,907,4972,7616,5162,7172,5203,699,2972,730,6684,4927,4102,3082,6661,1127,7080,610,6684,7000,4102,1118,3590,913,1368,610,4972,4756,5162,2685,5203,6149,4322,1296,4972,6786,5162,4078,5203,5927,5951,4732,6684,4927,1368,1274,6661,4926,3771,610,6684,4086,1368,950,6163,4909,4661,610,4972,6959,5162,8320,5203,877,5162,5336,4972,7004,5162,5641,5203,917,5162,5086,6684,7103,4102,7125,6670,5214,5131,5031,6684,3274,4102,4481,3590,917,5971,4270,4972,6959,5162,5677,5203,4404,5162,4770,4972,4456,5162,5641,5203,4523,5162,4901,6684,4932,1368,1006,6670,4760,1487,577,6684,468,1368,461,3590,461,1368,461,4972,6718,5162,3352,5203,877,2972,918,4972,832,5162,466,5203,461,2972,461,6684,4903,4102,4546,6661,4502,5985,4364,6684,466,4102,461,3590,461,1368,461,4972,4178,5162,467,5203,4567,2972,461,4972,466,5162,466,5203,461,2972,461,6684,4903,1368,461,6661,4322,1368,461,6684,466,1368,461,3590,461,1368,461
auto_144,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_145,7324,833,7394,552,7333,895,7758,3331,7324,5202,7394,4874,7333,895,7723,2148,7458,3289,8335,3331,7368,3331,8319,3331,7458,5977,8335,2439,7702,895,8378,3331,7324,833,7394,552,7333,968,7758,3331,7324,7435,7394,4874,7333,7346,7723,5637,7458,3289,8362,895,7368,3289,8580,3331,7458,1237,8362,2730,7853,3228,8548,3331,7324,5994,7394,5686,7333,895,7983,895,7324,8132,7394,7617,7333,895,7983,895,7458,5888,8335,3289,7295,3313,8392,3331,7458,7537,8335,835,7702,895,8362,3331,7324,3111,7394,552,7333,7422,7883,940,7324,7802,7394,947,7333,7935,8286,7362,7458,5888,8362,3247,7295,5888,8676,3331,7458,3162,8362,895,8289,6118,8427,3331,7324,8243,7394,5523,7333,7189,7758,5821,7324,7242,7394,552,7333,6342,7723,895,7458,6483,8335,6745,7368,5901,8557,895,7458,4135,8335,968,7702,895,8360,895,7324,8243,7394,562,7333,7101,7758,926,7324,7453,7394,552,7333,5030,7723,895,7458,1285,8362,895,7368,931,8376,895,7458,895,8362,895,7702,895,8362,895,7324,7332,7394,4051,7333,6342,7983,895,7324,833,7394,552,7333,895,7983,895,7458,1004,8335,919,7295,944,4871,919,7458,895,8335,895,7702,895,8362,895,7324,7244,7394,552,7333,4841,7983,895,7324,552,7394,552,7333,895,7983,895,7458,1004,8362,895,7295,931,8362,895,7458,895,8362,895,7702,895,8362,895
auto_146,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
